Var1	CD34neg_CD71lo_GlyApos	CD34neg_CD71neg_GlyApos	CD34neg_CD71pos_GlyAneg	CD34neg_CD71pos_GlyApos	CD34pos_CD71pos_GlyAneg
BSG	7.53515792871755	5.8972852434403	2.26297660088639	8.2907757978594	1.99352349801081
BTBD3	1.41856506592486	1.33000429282677	1.83748518781481	1.30513255984328	1.99977145565698
C1QBP	3.21037252707179	2.75113476259646	5.19235238630035	2.69807616897362	5.2002504237452
CBFB	2.14286707713835	2.57219775336593	5.14793527026681	1.63062150370551	6.16769478249231
CBX1	1.82922270620405	1.67015617766732	3.25566309899914	1.62597239657357	3.39442866658111
CELF2	2.59788303455251	3.3749770332357	6.37114940527022	1.65117966645451	6.23392867789464
CISD1	1.44133505855933	1.38280064341722	1.7279215922494	1.28408175911317	1.87535445026975
CLIC1	2.86971144247964	2.94298641349024	5.36924174752077	2.44287584606847	5.60457814702806
CLNS1A	2.51409062340118	2.04314871119382	4.03370753904215	1.96017081247352	4.75824193533489
CNDP2	1.73322270975218	1.66445547765189	2.66671892832466	1.57320965525705	2.69874058352226
CNOT7	2.58717927222346	2.48604286283722	3.7176900012621	2.2888242828089	4.00556963078862
COQ10B	3.12737296491054	2.9368773845648	2.15808922258029	3.36437954954474	1.96640589092114
COX5A	3.54598567855381	2.50873297395576	5.51578887999948	2.92522636348586	5.85462526222442
CSF2RB	2.25835265853629	2.22278726126747	6.09595356405789	1.67785762975545	7.38595370278907
CSRP1	1.5002435183749	1.38112818251857	2.13412323230704	1.41385062286311	1.92360387346953
CTNNBL1	1.73686637520823	1.48409293352916	2.29906368098073	1.55216798363787	2.74343761821969
CTSC	2.08179710261334	1.97502925639283	3.17960153748231	1.86940176059446	2.60827219538637
DBI	1.63343012020299	1.71139212104173	2.9042485418074	1.28841812501984	3.09335483399519
DCTPP1	2.13159238568018	1.71046270823271	3.08338272640836	1.64531430197222	3.58608064845407
DNAJB4	2.15247354188378	2.27934635508443	1.35220330919637	2.44536303306736	1.30777378323349
DNMT3B	1.45426683398666	1.28363676310826	1.98404234535481	1.22771745513947	2.24813518151107
DPH5	1.63923488718586	1.53201531673761	2.6022507221741	1.4606671103605	2.95364645368241
DROSHA	2.1145401639574	1.70367263745815	3.1037735085966	1.86611027690383	2.97439304037759
ECHDC1	1.84803285274718	1.814170037901	2.71270774903237	1.38343448149695	2.62681178425605
EIF2AK1	13.4385473998229	12.8404116305729	4.61792693113251	16.8318955405574	3.8221013001777
ELL2	3.76765352449748	3.35842688295829	2.02129364255023	3.8075636694928	2.01115983917943
EMC3	9.87416801384716	9.6260399108051	2.6865910543528	11.3707560112885	1.94772217361812
EXTL2	1.424113909277	1.35432130070543	2.05622661847583	1.33486950984277	2.42147065751126
FAM216A	1.3986674061597	1.28100301324992	1.79879395303754	1.22545634257971	2.15236207719497
FAM35A	1.92184170877287	1.85896774923502	3.87218962858047	1.726859262494	3.95556217828032
FBL	3.42325587495957	2.9821695830008	5.59689861652789	2.86654330677713	6.34528812217576
FBXL14	1.50560800460832	1.46935250761777	2.48124157316674	1.33623669566178	2.53696874102516
FDX1	1.40295515669421	1.37734256697133	2.03931106621336	1.33029528676467	2.25879917721063
FTO	2.18422285486508	1.94244257849564	3.31706440236129	1.91162618277864	3.62094749775828
GAPVD1	7.63101307678071	6.90481215814938	2.84800587902272	8.83678474345825	2.62395809517221
GATA2	1.89388280360612	1.58734526598123	3.80396510570146	1.48175347190609	4.51709126821518
GCFC2	1.66806112618001	1.47427762317946	1.838134489763	1.48728127765012	2.05408679977613
GCSH	1.36985777854402	1.29010800033505	2.02326898714989	1.15326821789254	2.21120577628373
GEMIN6	1.24558983400318	1.12048329294221	1.65420377469813	1.16056968836567	1.64146971368264
GGCT	2.08479274234149	1.869233628231	3.20290226757332	1.77801268084072	3.26418021194395
GLRX	2.02402683624836	2.00111438724634	3.47897488235947	1.79551923566923	2.74184329458022
GLRX3	2.39788711651406	2.45529344833134	2.93636362568677	2.22887539235134	3.52768406850595
GLTP	1.4557042661979	1.62001340388182	2.50329671300095	1.32893991105586	2.34551229555163
GNA15	1.67894959690694	1.62844468834493	1.8850476007925	1.64338580477469	2.15121408885287
GPD1L	1.63186558509141	1.45953708891158	2.4557501057579	1.45358314474828	2.19290428117153
GPD2	1.73291262048546	1.77685830754136	2.63133118816433	1.5850720836763	2.56326199717058
GUK1	4.39386009002754	4.05232065131868	1.37464760846791	5.28708555674593	1.39809242711216
GYG1	1.51938125527657	1.45581443482118	3.37334919376752	1.27397802611165	2.26619670433135
GYG2	1.04812590803799	0.96096563387916	1.37588963543675	0.929340394670678	1.5646810954435
GYPE	7.71350525129577	8.69252846665231	2.24251941298485	8.61961906700872	1.61722210924548
HADH	1.96403355947209	1.58063345489341	2.76794391963404	1.61549578564728	3.06624359854342
HAGH	5.07952738409896	3.78251919001294	1.94292495497157	6.66970429248962	1.84221648872647
HAUS5	1.69559801644666	1.47820446241227	2.28257425716291	1.44073650825977	2.38072739660398
HDDC2	2.09587711368481	1.85355162700068	3.19484477569177	1.83857224511893	3.36817124691641
HHEX	1.42714553128612	1.28630480893825	2.05810182834196	1.2260625052181	2.13053819101102
HIBCH	1.33802373139396	1.26744405179983	1.78240881810733	1.22601907342815	1.97391517999259
HIST1H1C	6.47897458029537	5.1972621795859	2.5913467860708	6.71221767194694	2.45208826219857
HS2ST1	1.78360642924336	1.68893528677071	3.21717617495592	1.62332212748827	3.43843724299855
IARS2	2.19920708632919	1.97181392558501	3.24549246440366	1.92100731405755	3.40541137889888
ITGAE	1.25016213746465	1.15524614932806	1.69941520864499	1.15264800780159	1.90031121798033
ITM2A	2.14233016867741	2.14892868640257	3.302616633741	1.7651811078039	4.15637990893307
KAT2B	8.41152362046526	7.84380506056289	2.22917500402583	9.44599527296376	1.71052831957701
KDSR	1.86512261067229	1.66396118644275	2.97510312064243	1.61933721244049	3.40227976188383
KIT	3.09571341697584	2.92547463853785	6.41509956743198	2.83110800174693	7.80885983085196
LAPTM4B	2.26392018658036	1.87956509709845	5.03458358039702	1.77794156174522	5.68488280443168
LSM6	1.89835463175419	1.76341140707576	2.6569134149224	1.61965964928174	2.63407945415136
LYPLA1	2.54351522203034	2.50455165789015	5.26715059693551	1.86956355326979	5.55373883063266
MAGED1	1.63629290997439	1.61626760847996	2.08418099501734	1.51606470072046	2.49907469620417
MAGEH1	1.20855734947527	1.129833824338	1.42283331652489	1.0900373581699	1.66474563703327
MAK16	1.99362398741549	1.93775118751965	3.46193693396606	1.68756597389668	3.26525383988792
MARCH3	4.33061603253498	4.31349178897769	1.53599494294109	5.42675961987081	1.32193546408072
MARCH8	10.8657271695829	10.6163531204128	2.41122697213395	13.3107997693262	1.92397356956324
MCCC1	1.82992562750822	1.67542452062338	2.35320200506931	1.68043129738786	2.69195427919939
MCCC2	1.94111594716688	1.7102744520469	3.23599301212167	1.64400122386788	3.41987921237422
ME2	2.45953547189279	2.42409071432203	5.01857442567639	2.09188417443551	4.34397495565293
MEF2C	1.82235833830937	1.83048214719961	3.53803689130397	1.34996363986633	3.25251181514911
MEST	1.22224287337009	1.07004388937406	2.17508163886412	1.05352319286586	2.39236593650129
MGST2	1.48701656883093	1.3416656342114	2.62302549704136	1.3991637162709	2.60985348546867
MICAL2	5.9431911676259	4.8109715806781	1.64715591325119	6.81481872937829	1.5351953006572
MINA	1.42760271021476	1.59417489851171	2.23841260666364	1.32397483429918	2.26968752707696
MPP1	11.0702818967413	9.23325473376103	3.25457352313669	11.9386554950452	3.15604877346509
MPZL1	1.59075039364058	1.47594241418089	2.29099102590105	1.42749560386377	2.35857874336471
MRPL15	1.76270173988733	1.60778044352998	2.22829289760883	1.60243298767664	2.5109014427216
MRPS35	2.97204126547207	2.61425041663808	5.36906212316887	2.31824003300978	5.29695416798617
MTMR3	3.16451847128126	2.95250870157099	1.89373838654924	3.71517854867714	1.7961650226911
MTX2	1.75261601249173	1.6951770200506	2.50543878962009	1.65748833406621	2.580470829654
MXI1	8.31635812049843	9.09540264412225	2.36323109755893	9.71924724619999	1.77917063219
MYB	3.68181906794294	3.51247572917306	10.0270269481184	2.91262021996481	11.4656098940426
MYC	2.12125537581598	1.86118046167285	3.71445332851402	1.87956248359572	3.76796484136692
NARF	3.40674552151033	3.3650169965518	1.96286759201373	3.69401946710609	1.84962095153953
NASP	3.08522449484446	2.44301977278956	4.6122165700322	2.3874620758514	5.50952786586958
NIPSNAP1	1.47012103611847	1.34417376549229	1.67419234364474	1.35002964424372	1.91106240827656
NIT2	1.63259775495883	1.46921168269783	2.43750965194507	1.48355654058847	2.74670587986544
NREP	1.59784731882241	1.50290696795535	3.71968586194313	1.20589746554893	4.43421150768623
NSMAF	1.81881960666211	1.74670224444406	2.85078623423308	1.67712321212292	2.90769935500385
NSMCE4A	1.8428441033262	1.56168022910689	2.77562607916075	1.56411710008757	2.93993137280441
NUDT3	2.68296600496696	2.55185024411201	4.93836998208061	2.10101381642363	4.57083753372562
NUFIP1	1.59428798284136	1.66950223169566	2.05132939088719	1.50714351280589	2.35968238714167
NUP205	2.50146973757258	2.21912586215164	3.2905602278124	2.17799793278327	3.6289861515375
OPTN	5.69604875910173	5.64364022693276	1.55531779622799	6.00476584884388	1.31175077371214
PAICS	3.52020974509269	2.95521672146541	5.30761370934879	2.92436612099369	5.49531502208134
PARL	2.15920052298149	1.81472742175379	3.61344287388462	1.75791771322642	3.53652508881695
PARP1	2.31526041912935	2.095287946561	2.87907099710299	2.087744796963	3.29863354255994
PATZ1	1.4731179744642	1.51235319519388	2.21961166407276	1.24646871039788	2.58916944891307
PDIA6	2.4609718705655	2.63298695300012	4.94007834513025	1.97673091837621	4.2224230200907
PDLIM1	2.02368443091959	1.94402394132348	3.81584143825697	1.73386637194469	2.99834265147574
PEBP1	2.60042806137734	2.23646602315439	4.74832245216507	1.94865556998838	5.41647304247294
PEX3	1.69293545452114	1.7565359305765	2.23513691164518	1.59963900001535	2.20972041533858
PFAS	2.17897174421855	1.64541126477749	3.87297308817009	1.67945271324026	4.10767940161866
PHACTR2	1.49894169111345	1.54104970037694	2.19243726669441	1.34516786785394	2.2134104126392
PICALM	6.74653719134341	5.90712575225998	4.2229123680243	7.83363899683097	3.59275713426742
PIGB	1.83741705913552	1.93780191579754	3.36255202084861	1.72613687228737	2.93746316400432
PIGP	1.45879082956496	1.37214056816872	1.83903492674081	1.34531926689829	1.95657556438942
PNP	6.26407625118828	5.73044530146391	2.5603230258031	7.53732857845786	2.09493162939748
POGK	1.27629934802857	1.26336131846935	1.78236095694609	1.18216937281617	1.91759455151723
POGLUT1	1.36997997383104	1.32784616970228	1.64538811509434	1.25885556431276	1.82489733211051
POLB	1.53598836954276	1.57383572326554	1.9647774343946	1.30222700106354	2.1043472208287
POLR2G	1.88007973353519	1.72761027008086	2.94342112325727	1.65287001193721	3.01285988609772
PPA2	1.93259414292519	1.62538320357738	3.03388867041454	1.55424720306886	2.92908746355063
PPM1H	1.34706655681118	1.22052282769818	2.42142308787556	1.16789875700876	2.67417706472194
PPP4R1	2.51501080166233	2.29382268709951	3.64129769942595	2.18280833645112	3.59554332771172
PRKACB	2.23653316620207	2.13442491441432	4.69462955809687	1.64345654512554	4.97676764141577
PTDSS1	3.62267505767155	3.74714190297919	6.62210572579175	3.01563342238912	6.57619027314977
PUM3	1.77414507620719	1.72632034511116	2.95063054321312	1.69231887122696	2.80243043457517
PUS7	2.15943632640866	1.65915322409726	4.43511642187754	1.70046149761867	4.81594502029187
QDPR	1.38546068085895	1.31494295500261	2.04711581259694	1.30666339876691	2.0303056599542
R3HDM1	2.60174181741485	2.36851359168323	3.94149205355012	2.22809175320613	4.12913277814971
RAD51D	1.8076753263585	1.6987662906446	2.50098591891296	1.63982014678346	2.28413413558764
RAPGEF2	7.26301812684756	8.6570579161851	3.47229274993511	9.56783058767519	3.84669316013854
RNF130	2.09479936789317	1.8501140661024	3.9841614509603	1.74411327114421	4.33466302427018
RPARP-AS1	1.53978370924188	1.41540043059566	2.14982444212449	1.37845801014832	2.38278093306641
RRP1B	2.12647953353264	2.00374177471271	4.05001337984724	1.81488760070241	4.78893888374025
RRS1	1.69845902337118	1.57947232014212	2.372459261871	1.47350550330184	2.46623602005663
RSAD1	1.25948963906006	1.15647214199424	1.48524389245609	1.15239469880479	1.62474364203299
RWDD2B	1.40370827850242	1.26282487008784	2.36113670521608	1.11634330946539	2.57020877065922
SCARB2	1.84299944873844	1.8713542185528	2.65526723442867	1.72689259032555	2.9590343330834
SCCPDH	2.34064991065934	2.06695346668013	4.42047196527883	1.91963827885846	4.32786430200341
SDHAF3	1.41647536234026	1.24828875867407	1.973538790238	1.21763166924943	1.95915810120981
SEH1L	4.00317677610107	3.71509970937035	7.22681085771926	3.65806162256708	7.28440361342178
SEPHS1	2.10472676715168	1.88052860849821	3.54131343401702	1.79485527867314	3.73077784855252
SEPT11	1.94487968784134	1.79504194560093	2.97827998830582	1.66926129529034	3.18881755391295
SHQ1	2.19687465590436	1.77800266673008	3.914505569797	1.89551537806677	4.01300808656261
SIAH2	5.56977308492201	5.46124804518358	2.00370351748188	7.2056040816344	1.60166456255341
SKP2	2.75636441610448	2.6675534765137	6.05013655989955	2.73148093476965	5.48429206436913
SLC14A1	6.61193000594751	6.78013062431138	1.43500506587906	7.610603335439	1.15447131154443
SLC19A1	1.15212878240581	1.08580906951418	1.56079942383945	1.08683645553184	1.59555051348327
SLC25A15	1.86844832176146	1.79308110435984	3.12198885445672	1.64100902781578	2.73933829242345
SLC25A32	2.27519516273776	1.84134568249796	3.59198417429881	2.29665309568003	3.58770729487029
SLC35A3	1.71507203406215	1.74198127095036	2.43111444200079	1.5875980015159	2.18882515352778
SLC39A8	2.52623875953956	2.33236743560367	3.99561769127099	2.03797318511216	3.78681286942436
SLC4A1	13.6867045793746	12.6645214230676	2.07024051917693	18.3327304039697	1.22429232874155
SLC9A6	2.22369893534529	2.01023341885741	3.64751325813262	2.0905447183265	3.53588300212513
SMARCC1	3.10174571808789	2.78572665576621	4.81340712353926	2.83450230657978	5.07095824074269
SMS	3.91541773608226	3.90941270186623	6.25200211863465	3.24648213948289	6.28522186658366
SNRPE	2.19964562412404	1.76853039957848	3.70223359334405	1.84968812826747	4.24836827964446
SPRY1	1.34282761472437	1.3128614557931	2.2684728526849	1.12550919067903	2.58848977554108
SPRY2	1.14748096432275	1.0977764355429	1.60681820285895	1.07195957970871	1.6249140393137
SRPRB	1.73487782644715	1.58152311647245	2.9276459177481	1.56693667426494	3.21990564461807
SSBP1	2.81293767038363	2.23879325380088	4.09580590157209	2.27605133180156	4.68190390877763
SSR2	2.02188990163354	1.81682905985811	2.83431237468366	1.87560314538082	3.13240971248409
STMN1	2.65286373948854	2.31562366822806	4.41382938486897	2.28801305979251	5.18446568047139
STOM	16.2454843871839	16.4847048708071	7.19886698406574	19.304134037237	4.22391008109808
SUCLG2	1.81574803948202	1.68969105345133	2.63680826258312	1.62414937903088	2.15198589411473
SYNCRIP	3.88251414635116	3.84768083764433	7.19255807641821	3.26698201751444	6.75094872352618
TAL1	6.12717618917507	6.13266712177971	3.49294860974267	7.17634853720609	3.24955253821542
TCEAL4	1.16951593826784	1.09647241016909	1.60802793239012	1.07648425035965	1.73005384841093
TERF2IP	8.48411547043865	8.60268546236438	2.88648798902452	10.6428685800013	2.3678535560948
TFAM	2.12871777150165	1.98718044155678	4.27211375630854	1.93726684279233	3.60201670330495
TGOLN2	2.14762423425732	2.31914164424651	3.60337399535006	1.91849811055437	3.18683651401618
THNSL1	1.1982756035023	1.10362845750695	1.59900417731157	1.11570186259783	1.64111178574676
TIPIN	1.73210001573142	1.42877576923268	2.47043411481499	1.51547623332009	2.28255459242714
TMEM14B	7.23979079268517	6.51300536587576	4.03807112644801	7.20013561788295	3.32129273000684
TMEM59	5.97856873678361	5.44496106190384	3.0082021734708	6.77577903176816	2.77109563613188
TMEM97	2.67596326064753	2.40276738589814	5.05307575363556	2.08810067768546	5.14511607029407
TNS1	7.33092889680916	7.19639398282609	1.61381724379387	9.48202489363703	1.15877606513866
TOMM70	3.13784648827163	2.85417576623434	5.1948906669396	3.17978970073162	5.04635567696435
TOP1	12.6860305035283	14.4823125525949	5.51671849338922	15.6146761008189	4.88716489579292
TSPAN3	1.93920043792149	1.76598872352841	3.4910614015287	1.76279647663519	3.36966812992017
TSPAN5	7.25714159803964	7.91089066326951	1.50530347058623	8.72203868395024	1.19564716694243
TTC19	1.99175105792518	1.75991372184916	2.83863476931861	1.72477791288697	2.98391065920733
TTC27	1.96284365231369	1.84489875692627	3.21053412581756	1.7609280380044	2.61764749826486
UAP1	1.81111799290473	2.1228259826367	3.29412918215586	1.50013690495773	3.15026565281531
UGP2	1.63687007995853	1.52917251133922	2.39652877625384	1.45062049267576	2.13920883211326
URI1	2.68404686710766	2.44410820507662	3.4597590447972	2.16577185101237	3.73302887580396
USP12	8.23764351177799	8.86785493794016	2.8895811059247	10.1402752001553	2.51806237704625
USP13	1.22566934311146	1.16039543988383	1.33181420047301	1.11154787312569	1.52616713559055
UTP6	1.97246887046904	2.00088610425708	2.78252614670711	1.84507471393868	2.78577824093291
UXS1	1.80478951326534	1.69365946934632	2.47698563569713	1.59408395466963	2.53928206103647
VAMP8	1.89772314015042	1.76511183754526	3.42236415477761	1.67224518965939	4.08289600211383
VDAC1	2.26072518228604	2.05636876948977	4.04566465869638	1.8807825158187	4.26307640065004
WDR1	2.23046013976675	2.17390747878879	3.40309568414251	1.98633756892309	2.92185682060082
WDR3	2.01521131753072	1.91808108522222	3.45341587754951	1.76928532934897	4.0326791043947
WDR77	1.79149909158204	1.65928470923609	2.50639386524181	1.56085981637038	2.86212606762494
WNK1	9.71045809360058	9.24532613654342	2.830373655245	11.6672854940689	2.4391772436485
YBX3	6.44016243184255	8.64192568519615	3.08789059625074	8.56625274629949	3.08721910902065
ZC3H14	2.38889443184812	2.1022585124852	3.31184430665866	2.29110130677538	3.39901489827818
ZC3HAV1	7.26260570800683	7.01764189423583	3.58599878382173	8.50565283280395	3.29096014141777
ZDHHC6	2.22544528819742	2.07514648580185	3.2151107452597	2.00749265903905	3.15972295528991
ZFP64	1.38379601767528	1.24333778517154	1.93098530875594	1.22971857364578	2.2536522774608
ZNF202	1.37789717739829	1.22581825946609	1.63252293468453	1.18080184064418	1.86200570749917
ZNF706	1.76943175548705	1.84720168545753	2.73550320983508	1.54738987057644	2.8130413403822
