Var1	CFU_E	INT_E	LATE_E	PRO_E
HLA-DQB1	0.337378437363251	0.378465061820952	0.366670224031276	0.269295222738872
HMGCS2	-0.0663076893208119	-0.0812299542223802	-0.0432405236386696	-0.0759562413590961
HOXA11	0.00389543155323365	-0.00319880204510467	0.056392875031694	-0.0395510617992152
HOXD9	-0.0615447690331803	-0.0970576319245286	0.00108037669782713	-0.0894240790164686
HSPA12A	-0.00691651746571395	-0.0248404504995869	0.0156966714363352	-0.00510019325006793
HTR5A	-0.0411815494261602	-0.0501228804995181	0.00801320603779869	-0.0273470537825926
ID4	0.0457922134738434	-0.0937457031679961	-0.129773920034129	-0.0592266906608888
IL37	0.0187516352859974	0.0703226933521022	0.18344951296605	0.00823914463971882
IL4	-0.0898685546852877	-0.15538248675459	-0.0145914511157584	-0.0870216781000825
INCENP	0.62475163086023	0.672084773877897	0.602656314247589	0.598118164978147
ING2	0.660015516714223	0.634264836407397	0.662721886282558	0.696168544994094
KCND3	0.0389410560213802	0.139598035099695	0.209136971717526	0.171102615159556
KLHL24	0.715127105820531	1.04801041175157	1.68476287230014	0.744938270205701
KREMEN2	0.103961502469442	0.0339305816854365	0.0636930345728633	0.0548592587017607
KRT19	-0.0164398378487426	-0.00982106169281586	0.0269397682985177	-0.0645954335630022
LCT	-0.0800778476439713	-0.10729199549944	-0.0437430072499391	-0.0906995244508973
LIAS	0.740607008868419	0.566649118208418	0.177434271052542	0.780289384827364
LINC00328	0.259064508039363	0.232938922305109	0.187176097703031	0.226064882753455
LMF2	0.579343508184388	0.585019824625817	0.596129230497483	0.578594005852596
LOC100505915	0.114174602367907	0.133196140199641	0.316158039998529	0.187934373170255
LOC100506504	-0.0171053818324566	0.0236224405017509	-0.0462761914085532	-0.0274930053559228
LPAR3	-0.0758078240723658	-0.0197179912075028	-0.0452354748475738	-0.03867158198511
LRAT	-0.125189566621439	-0.0795571218342571	-0.051481024577232	-0.0610497298686287
LRRC75B	0.260968837342794	0.0959528555397173	0.21964409209503	0.192569435774068
LUZP2	0.0121364786057093	-0.0522863648968915	-0.0504078531968897	-0.0304155352143388
LYZL6	-0.127046343280512	-0.0869379383669363	-0.0954405872216026	-0.0736964187343191
MAP2K2	0.808896501320283	0.803096066096736	0.60638649847656	1.01826476070115
MAPK4	-0.0522439327864489	-0.0585871031259083	0.00416447387929615	-0.103096796436405
MAVS	0.90133733539339	1.03259876188025	0.649528768009413	1.02202844903111
MERTK	-0.0349591814803183	0.055203973632019	0.0534173643955168	0.0243144272362175
MLF1	0.0659430584682952	0.0521889147032676	0.068969500563906	0.0893083780624551
MPP2	0.0284111087818997	0.0206998782095864	0.0199256060963418	0.00917669121081867
MS4A2	0.556729177352883	0.615211436868231	0.589455447681094	0.594868207526393
MTL5	0.356967188250004	0.448981330922041	0.192731091247306	0.428418080195419
MYH1	-0.0573947474345186	-0.0376236018532783	0.0167011099923113	-0.0264092358750173
MYO1B	0.015958678036493	0.0427960694459425	0.125332199058195	-0.0118516406533408
MYOF	0.0348488216852955	0.0447990640249463	0.0892048506251428	0.0112204165389782
MYT1	0.519953338486801	0.584829105880185	0.572280666999536	0.61257935889314
MZF1	0.241459360204156	0.396677695759095	0.641461567317413	0.306984815229141
NACA2	0.484871314708559	0.455070068923635	0.46348487453433	0.451456921887222
NACAD	0.0971191355069945	0.0404615344815945	0.120294361796086	0.0858136484744951
NDP	-0.0989904016815878	-0.0615066002973108	-0.0675513849909672	-0.0757050964730372
NDST4	-0.0731286118308782	-0.0742959799336668	-0.0442562405431178	-0.101470308098053
NECAB2	0.0202626323856998	0.0312825790734562	0.0492150642869253	0.0333928071940136
NEU2	0.0682644278716047	0.0114501206819143	0.150905166811045	0.040902350728625
NFIC	1.20948761710215	1.05005289572313	0.814242808557845	1.12562315486146
NLGN1	0.0747258341308365	0.0157099559149245	-0.0208194723217274	-0.00718450855121659
NLRP1	0.115132108403099	0.0691845327277711	0.0813993869698523	0.0605326435649692
NMNAT2	-0.0964605335607854	-0.070189003956707	-0.0244055589393427	-0.0636279988994493
NR1I3	-0.0128997354685411	0.0663055125141142	0.0334233763150558	0.0456580691529805
OAS3	0.018354150798567	0.0885584715583953	-0.0187628505779228	-0.0156131691518131
OPRK1	0.0774457629118722	0.0814450662658067	0.060661933435559	0.0884978017671058
OR2C1	-0.163932460541761	-0.0926983069719251	-0.0972765116010386	-0.117893044299952
P2RX2	0.0190507403352225	-0.0149222182504518	0.0545859217778168	0.0196695221052137
PADI1	-0.0199441585261148	0.0298805789194494	0.0299903552105633	0.0783129847410916
PCDHB13	-0.00827307275265585	-0.0166595060580923	-0.0187596901830932	-0.0314858224994729
PCSK7	0.816074700091383	1.02139195560204	0.598530231580854	0.831466969957017
PCYT1B	0.90841794910029	0.505973321763863	0.747071991014086	0.826638997670691
PDGFRL	-0.0539915937943753	0.0851135085829054	0.0118464813185159	0.00575679307749122
PFDN1	1.10692345297713	0.87565635271832	0.419108790313799	1.10110849783495
PGBD5	-0.0385110494522182	-0.0731932074406391	-0.0760444160378449	-0.116879899476714
PHTF2	1.29149201300232	0.964279821475177	0.474739196141021	1.12579930860324
POMT2	0.290055551632946	0.28345163203847	0.327991130513672	0.259763725464444
PPIP5K1	0.911254044237709	0.830888458053308	0.680478012137203	0.899855605973683
PROZ	-0.110551000134564	-0.012672114696512	-0.0271641546280451	-0.050102829476988
PSORS1C1	-0.0387273136252309	0.00556515332395072	-0.0526666381235143	-0.0282913366544732
PTGER4P2-CDK2AP2P2	0.0248571087779336	0.042433144390615	0.0287423501249478	0.0174189399680203
PTPRN	-0.0156039040000766	0.0399509445574181	-0.00724112541861659	-0.0479491510919334
PYCR1	0.57799288705012	0.560634318392069	0.450742659696294	0.722354172642315
RAB17	-0.0592759591290953	-0.114929344046048	-0.0236539659268485	-0.0391024431454181
RAB32	0.189222718874511	0.215326357441388	0.213157558286803	0.137074175627943
RASIP1	-0.0501907372408799	-0.0485606522371391	-0.0471529945308252	-0.0539125854823403
RBMXL2	-0.0755221398146501	-0.0813079807083683	-0.0627030826708569	-0.0820842468783477
RECQL5	0.313943665335622	0.26306766870372	0.303639615859056	0.375774458556356
RPS27A	2.25554031528763	2.34528477139159	1.96129698478042	2.46121461124429
RPS6KB1	1.23263052615228	1.44618483251776	1.002977578233	1.24723573869841
RRH	-0.0631446931257696	0.000479952808875582	0.00653732517943008	-0.0190066324305287
RS1	-0.00196098523545697	-0.00781468510389934	-0.0477348804163548	0.0262817372898022
RUFY2	0.440455100716069	0.63781520876019	1.02580892744718	0.446847348526205
SCN10A	0.0529282982512572	0.0521009305334227	0.0639463834071786	0.0853747135010264
SCN3B	-0.0533304289394718	-0.0547560173804406	-0.0394695454275629	-0.0651511006559398
SCRT1	-0.253753690792692	-0.0909135561986667	-0.199568029866604	-0.181073871993163
SDK2	-0.00758900706212313	0.00558584119100546	0.0731979740973446	0.0234933271673902
SERPINI2	0.00394902534856948	0.0410392615246263	0.00573270550160902	-0.0276142238216684
SFSWAP	1.18655256680057	1.11219198499751	1.06644712284623	1.38255214538635
SGCG	-0.10524258776195	-0.149619249131447	-0.0869693730437532	-0.0779403524902794
SGSM3	0.287732394849065	0.314623009132611	0.138349441617678	0.409343413511673
SIL1	0.485011634473098	0.367241957852386	0.141765682594226	0.473883358969404
SLC18A1	-0.105114564002318	-0.135192202158155	-0.0669090756372078	-0.102125727111271
SLC2A4	0.0393303137855092	0.0947595454864333	0.116733850035395	0.129194297407349
SLC6A12	-0.0470326889425482	-0.0264916188423204	0.0283655117327764	-0.06129216816341
SLC6A5	-0.0679235020505789	-0.0683062917174387	-0.0734403661590751	-0.0851062584746965
SLC6A7	-0.0748430470813038	-0.0443287010511201	0.0717017245226438	-0.0162219847611288
SMAD5-AS1	-0.132441244247856	-0.0972148954758744	-0.0396355071043725	-0.0897916010771341
SNAP91	-0.0562355653990908	-0.0651243922431163	-0.0667762690512999	-0.0372204842505643
SOX2	0.16613207613149	0.0715491626752321	0.117413210824289	0.118026009610002
SPINK2	0.0821736901841223	0.0867434052513589	0.0620757963384842	0.117020921573365
SSTR3	-0.0936868363682974	0.0009856422581109	-0.0473639077742052	-0.0489748177901101
STRA13	0.936307412154417	0.753803735123099	0.289078418563522	1.03484197817465
SYN2	0.00970824876830115	-0.0183460304487516	0.00881212398402595	0.0336184399616619
TENM4	0.0129945329884324	-0.0291119895508992	-0.00517637146542849	-0.00121433192881066
TGFB1	0.914862906774777	0.942886064776194	1.00068657525527	0.912253701023289
TIE1	0.0186222139939459	0.0229915067329752	0.0370935032652016	0.0262658198550278
TLE6	0.0191945608923113	0.0226170193653129	0.0358497436056869	0.0258948823230999
TLN2	0.184655704498433	0.192099960868354	0.177486254221293	0.157077031920168
TLR6	0.087643009010213	0.0524810773245621	0.00825673017064481	0.0623086825869829
TMEM35	-0.16149027793804	-0.105815457436253	-0.0930975423011981	-0.120215262124041
TNC	-0.0707844990782153	-0.0161184831408066	0.0237764603095003	-0.0208333151710588
TNFAIP1	0.544503372559502	0.768848570879912	0.622597557379017	0.55626027986819
TNFSF11	0.00241429090012246	-0.00403940843276478	-0.0090186150773346	-0.00594955072067027
TNNT1	-0.0898206264184286	-0.123572632280401	-0.0677954521732912	-0.0771897352219068
TPSG1	0.820132001488222	0.268283892610827	0.505628006094748	0.431592719672436
TRHDE	-0.0481241853789539	-0.0425142899653741	-0.0602671708384507	-0.019528728382322
TRPC2	-0.0383742923290607	-0.0380085412048741	-0.0339933968971271	-0.0418328073176011
TRPM6	0.0137889187260973	-0.0214032481244694	-0.0403681244041029	-0.038173507484943
UBE2C	0.916517806119223	1.08875053914014	0.688798691980142	0.897592694932559
UBXN8	0.787698897861596	0.589108135053936	0.208740299007239	0.770343479803918
ULBP1	0.0279995352581946	0.0197449802115435	0.0041296870552598	0.0261139486448846
UPB1	-0.0386979549424444	-0.0870839037296793	-0.032721887250965	0.0281279745131019
VSTM4	-0.00537181203277659	-0.0343017142797515	-0.0324599342355505	0.0518409938946636
VWF	0.0460335935243204	0.0841398729783074	0.0799133747301996	0.108063539812442
WASL	0.783134190157977	1.09662210994909	0.867288984198405	0.915987149987889
WDR13	0.40889530188041	0.889069037789042	0.616740757135975	0.552314087714069
WFDC2	-0.0305647978083845	-0.0599493606420294	-0.0530729485980183	-0.0677318608634971
XDH	-0.085085862663916	-0.102706729836065	-0.091619833910802	-0.0862856515086272
ZBTB3	0.265333239936803	0.456417511886913	0.0425831276663191	0.295822421901066
ZNF287	0.281361378071536	0.281546961067435	0.21369048696117	0.259196188702126
ZNF467	-0.0435857878796368	-0.0880225626279687	-0.0895689284674187	-0.0732795083478145
